YEAR,REGION,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
2012,West,2,Alaska,47-0000,Construction and Extraction Occupations,major,20580,2.1,64.574,1.69,29.39,61120,1.1,17.86,22.68,28.7,35.11,42.72,37140,47170,59690,73040,88850,,
2012,West,2,Alaska,49-0000,"Installation, Maintenance, and Repair Occupations",major,15170,2.8,47.591,1.22,26.6,55320,1.3,14.34,19.38,26.34,33.62,40.14,29830,40310,54790,69930,83490,,
2012,West,2,Alaska,51-0000,Production Occupations,major,14400,2.9,45.186,0.69,20.2,42010,5.6,8.42,9.28,16.44,29.59,37.75,17510,19300,34190,61540,78530,,
2012,West,2,Alaska,53-0000,Transportation and Material Moving Occupations,major,24490,4.7,76.846,1.14,23.96,49830,4.7,10.55,14.34,19.89,28.09,39.87,21940,29830,41380,58440,82930,,
2012,West,4,Arizona,11-0000,Management Occupations,major,135610,1.2,56.168,1.15,46.18,96050,0.7,20.21,28.43,40.17,56.52,80.48,42030,59130,83560,117550,167400,,
2012,West,4,Arizona,13-0000,Business and Financial Operations Occupations,major,118750,2,49.185,1,30.42,63280,1.1,16.3,20.93,27.77,36.46,47.17,33900,43520,57760,75840,98120,,
2012,West,4,Arizona,15-0000,Computer and Mathematical Occupations,major,70950,3,29.388,1.07,36.14,75180,1.6,18.42,24.9,34.6,45.77,56.53,38310,51780,71980,95210,117570,,
2012,West,4,Arizona,17-0000,Architecture and Engineering Occupations,major,50620,3.5,20.967,1.16,36.65,76220,1.6,19.32,25.63,34.56,45.84,57.63,40190,53310,71880,95340,119860,,
2012,West,4,Arizona,19-0000,"Life, Physical, and Social Science Occupations",major,17550,2.7,7.27,0.86,26.49,55090,1.9,13.87,18.22,23.63,32.82,42.7,28840,37890,49160,68260,88810,,
2012,West,4,Arizona,21-0000,Community and Social Service Occupations,major,33920,3.4,14.051,0.97,19.63,40820,1.3,10.95,13.94,18.05,23.36,30.23,22780,29000,37540,48590,62870,,
2012,West,4,Arizona,23-0000,Legal Occupations,major,17760,3.3,7.358,0.94,42.35,88090,4.2,16.55,22.03,33.16,53.13,81.28,34410,45810,68980,110520,169070,,
2012,West,4,Arizona,25-0000,"Education, Training, and Library Occupations",major,141930,2.4,58.784,0.91,21.7,45140,3.7,9.92,13.09,18.57,25.58,36.49,20640,27220,38640,53210,75890,,
2012,West,4,Arizona,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,29200,3.1,12.094,0.9,21.59,44910,2.2,8.89,12.2,18.14,26.05,36.25,18490,25370,37720,54190,75400,,
2012,West,4,Arizona,29-0000,Healthcare Practitioners and Technical Occupations,major,134010,2.4,55.505,0.95,36.82,76580,1.4,14.58,22.17,31.62,42.15,62.52,30330,46120,65770,87670,130040,,
2012,West,4,Arizona,31-0000,Healthcare Support Occupations,major,65450,3.2,27.108,0.9,13.98,29080,1,9.2,10.69,13.19,16.31,19.16,19140,22240,27440,33930,39850,,
2012,West,4,Arizona,33-0000,Protective Service Occupations,major,76630,2.1,31.739,1.29,21.09,43860,3,9.23,12.45,19.17,27.23,35.7,19190,25890,39870,56640,74260,,
2012,West,4,Arizona,35-0000,Food Preparation and Serving Related Occupations,major,224470,1.2,92.973,1.05,10.51,21860,1.5,7.94,8.36,9.08,11.04,14.5,16510,17390,18880,22960,30160,,
2012,West,4,Arizona,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,78810,2,32.641,1,11.43,23770,1.1,8.08,8.73,10.19,12.93,16.86,16810,18150,21200,26890,35060,,
2012,West,4,Arizona,39-0000,Personal Care and Service Occupations,major,72410,3.6,29.993,1.03,11.81,24570,1.1,8.07,8.7,10.05,12.86,18.06,16790,18100,20910,26750,37550,,
2012,West,4,Arizona,41-0000,Sales and Related Occupations,major,269870,1.7,111.778,1.05,17.06,35490,1.5,8.26,9.18,12.28,19.29,30.75,17190,19090,25540,40110,63960,,
2012,West,4,Arizona,43-0000,Office and Administrative Support Occupations,major,420020,1.2,173.968,1.06,16.18,33650,0.4,9.5,11.92,15.1,19.18,24.39,19760,24790,31400,39900,50740,,
2012,West,4,Arizona,45-0000,"Farming, Fishing, and Forestry Occupations",major,11150,9.3,4.618,1.41,10.11,21020,2.1,7.92,8.34,9.02,10.58,13.44,16480,17340,18760,22010,27960,,
2012,West,4,Arizona,47-0000,Construction and Extraction Occupations,major,100000,2.4,41.418,1.08,19.12,39770,0.9,10.42,13.62,17.67,22.87,29.55,21660,28330,36750,47570,61470,,
2012,West,4,Arizona,49-0000,"Installation, Maintenance, and Repair Occupations",major,98670,2.4,40.87,1.05,20.87,43410,0.8,10.81,14.46,19.42,26.38,33.03,22480,30080,40390,54870,68700,,
2012,West,4,Arizona,51-0000,Production Occupations,major,104150,2.9,43.14,0.65,16.07,33430,0.9,8.79,10.67,14.26,19.69,25.99,18280,22190,29660,40960,54060,,
2012,West,4,Arizona,53-0000,Transportation and Material Moving Occupations,major,142410,3,58.984,0.88,16.77,34890,4.3,8.45,9.86,13.92,19.92,27.6,17580,20510,28960,41430,57400,,
2012,South,5,Arkansas,11-0000,Management Occupations,major,52730,1.3,45.655,0.93,41.33,85960,2.8,16.37,23.27,34.84,50.89,76.01,34060,48390,72470,105860,158110,,
2012,South,5,Arkansas,13-0000,Business and Financial Operations Occupations,major,40230,1.8,34.835,0.71,28.11,58480,2.2,14.55,18.61,25.81,34.83,44.81,30260,38710,53680,72440,93200,,
2012,South,5,Arkansas,15-0000,Computer and Mathematical Occupations,major,19100,3.1,16.533,0.6,30.12,62650,2.5,15.92,21.31,29.2,37.57,45.33,33120,44320,60740,78150,94290,,
2012,South,5,Arkansas,17-0000,Architecture and Engineering Occupations,major,11420,4.6,9.89,0.55,29.95,62300,1,15.91,21.04,28.7,36.59,45.78,33100,43760,59700,76100,95220,,
2012,South,5,Arkansas,19-0000,"Life, Physical, and Social Science Occupations",major,6020,3.2,5.214,0.62,26.75,55630,2.2,13.46,17.85,24.1,33.08,42.2,27990,37130,50120,68810,87780,,
2012,South,5,Arkansas,21-0000,Community and Social Service Occupations,major,13780,2.4,11.928,0.83,18.49,38470,1.3,9.12,12.31,16.83,23.25,30.55,18970,25600,35000,48360,63540,,
2012,South,5,Arkansas,23-0000,Legal Occupations,major,6630,4.3,5.739,0.73,33.91,70540,4.6,13.45,17.05,25.13,42.64,68.11,27980,35460,52260,88700,141670,,
2012,South,5,Arkansas,25-0000,"Education, Training, and Library Occupations",major,75030,2.9,64.961,1.01,20.88,43440,2,8.68,13.27,20.24,25.88,32.1,18040,27600,42100,53840,66770,,
2012,South,5,Arkansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8460,2.5,7.321,0.54,19.32,40180,1.8,8.89,11.54,16.71,23.62,31.51,18480,24000,34760,49130,65540,,
2012,South,5,Arkansas,29-0000,Healthcare Practitioners and Technical Occupations,major,72970,2.1,63.179,1.08,30.1,62600,1.4,12.66,16.79,23.07,32.52,53.42,26340,34930,47990,67640,111100,,
2012,South,5,Arkansas,31-0000,Healthcare Support Occupations,major,38610,2.4,33.428,1.11,10.84,22540,0.9,7.78,8.7,10.2,11.69,14.65,16170,18090,21230,24320,30480,,
2012,South,5,Arkansas,33-0000,Protective Service Occupations,major,23330,1.9,20.201,0.82,15.75,32760,1.9,8.46,10.76,14.62,19.02,24.86,17590,22370,30410,39560,51700,,
2012,South,5,Arkansas,35-0000,Food Preparation and Serving Related Occupations,major,98230,1.1,85.046,0.96,8.97,18660,0.7,7.62,8.01,8.64,9.29,11.48,15860,16650,17980,19320,23870,,
2012,South,5,Arkansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,34860,1.8,30.183,0.93,10.3,21420,0.8,7.75,8.31,9.24,11.52,14.53,16120,17280,19220,23950,30230,,
2012,South,5,Arkansas,39-0000,Personal Care and Service Occupations,major,31080,2.8,26.907,0.92,9.61,20000,1.2,7.61,8.05,8.81,10.18,13.5,15820,16750,18320,21180,28080,,
2012,South,5,Arkansas,41-0000,Sales and Related Occupations,major,118280,1.7,102.407,0.96,15.13,31470,1.6,7.95,8.67,10.61,17.05,28.49,16540,18030,22070,35470,59260,,
2012,South,5,Arkansas,43-0000,Office and Administrative Support Occupations,major,179900,1,155.758,0.95,14.04,29210,0.7,8.4,9.94,12.81,16.73,21.78,17480,20680,26640,34790,45310,,
2012,South,5,Arkansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,5620,5,4.866,1.48,13.21,27480,2.9,8.43,9.77,11.52,15.93,20.53,17540,20320,23950,33120,42710,,
2012,South,5,Arkansas,47-0000,Construction and Extraction Occupations,major,47760,2.5,41.347,1.08,16.65,34630,0.8,9.52,12.05,15.48,20.12,25.48,19800,25050,32200,41850,52990,,
2012,South,5,Arkansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,52040,1.7,45.057,1.16,18.11,37680,0.7,10.07,12.89,16.89,22.04,28.44,20950,26800,35120,45830,59150,,
2012,South,5,Arkansas,51-0000,Production Occupations,major,113920,2.3,98.627,1.5,14.61,30380,1.1,8.67,10.29,13.37,17.74,22.31,18030,21410,27810,36900,46410,,
2012,South,5,Arkansas,53-0000,Transportation and Material Moving Occupations,major,105010,3.5,90.917,1.35,14.68,30540,1.7,8.37,9.89,13.06,17.52,23.46,17410,20570,27160,36440,48790,,
2012,West,6,California,11-0000,Management Occupations,major,808170,0.6,56.501,1.15,58.74,122180,0.4,24.98,35.34,51.7,73.39,#,51970,73510,107540,152650,#,,
2012,West,6,California,13-0000,Business and Financial Operations Occupations,major,790660,0.8,55.277,1.12,36.56,76040,0.4,18.92,24.83,33.02,44.05,57.66,39360,51640,68690,91610,119920,,
2012,West,6,California,15-0000,Computer and Mathematical Occupations,major,471890,1.5,32.991,1.2,44.14,91810,0.6,22.59,31.52,42.45,55.55,68.93,46980,65550,88290,115550,143360,,
2012,West,6,California,17-0000,Architecture and Engineering Occupations,major,315670,1.8,22.069,1.22,44.03,91590,0.6,23.24,31.2,42.5,55.14,68.66,48340,64890,88400,114700,142800,,
2012,West,6,California,19-0000,"Life, Physical, and Social Science Occupations",major,171200,3.2,11.969,1.41,36.75,76430,1,16.69,23.55,34.41,45.97,57.59,34710,48980,71570,95620,119780,,
2012,West,6,California,21-0000,Community and Social Service Occupations,major,218510,2,15.277,1.06,24.47,50900,1.5,11.75,15.96,22.35,31.49,41.45,24450,33200,46480,65500,86220,,
2012,West,6,California,23-0000,Legal Occupations,major,117390,1.5,8.207,1.05,56.1,116680,1.8,20.37,29.72,46.79,74.67,#,42360,61810,97320,155320,#,,
2012,West,6,California,25-0000,"Education, Training, and Library Occupations",major,895710,0.8,62.621,0.97,27.9,58030,0.8,12.3,16.81,25.55,36.35,44.87,25580,34960,53140,75610,93320,,
2012,West,6,California,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,283510,3.3,19.821,1.48,35.06,72920,2.9,12.04,17.5,26.97,41.63,68.79,25040,36390,56090,86590,143080,,
2012,West,6,California,29-0000,Healthcare Practitioners and Technical Occupations,major,721930,1.3,50.472,0.86,42.6,88610,0.7,17.59,25.4,38.03,53.15,70.27,36580,52820,79110,110550,146160,,
2012,West,6,California,31-0000,Healthcare Support Occupations,major,361930,1.2,25.304,0.84,15.43,32090,0.6,9.52,11.3,14.22,18.17,23.2,19800,23500,29580,37790,48250,,
2012,West,6,California,33-0000,Protective Service Occupations,major,348950,1.2,24.396,0.99,25.49,53010,2.2,9.66,11.89,21.5,37.14,46.49,20100,24740,44720,77260,96690,,
2012,West,6,California,35-0000,Food Preparation and Serving Related Occupations,major,1297190,0.5,90.69,1.02,10.75,22350,0.4,8.36,8.7,9.27,11.37,15.32,17390,18090,19270,23650,31860,,
2012,West,6,California,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,452020,1.1,31.602,0.97,13.47,28010,0.6,8.67,9.47,11.6,16.13,21.49,18020,19690,24120,33560,44690,,
2012,West,6,California,39-0000,Personal Care and Service Occupations,major,353930,1.5,24.744,0.85,13.03,27100,0.7,8.53,9.13,10.89,14.2,20.8,17740,18990,22640,29540,43260,,
2012,West,6,California,41-0000,Sales and Related Occupations,major,1475050,0.6,103.124,0.97,19.72,41010,0.6,8.75,9.59,13.54,22.24,38.13,18210,19940,28160,46250,79320,,
2012,West,6,California,43-0000,Office and Administrative Support Occupations,major,2403360,0.6,168.024,1.03,18.37,38210,0.2,9.76,12.62,17.08,22.57,28.46,20300,26260,35520,46940,59200,,
2012,West,6,California,45-0000,"Farming, Fishing, and Forestry Occupations",major,197210,2.1,13.787,4.2,9.91,20610,0.7,8.27,8.52,8.96,9.55,12.72,17190,17730,18630,19870,26460,,
2012,West,6,California,47-0000,Construction and Extraction Occupations,major,459670,1.1,32.136,0.84,25.87,53820,0.5,12.9,17.03,24.4,33.39,42.24,26830,35420,50750,69450,87850,,
2012,West,6,California,49-0000,"Installation, Maintenance, and Repair Occupations",major,465740,1,32.561,0.84,23.36,48600,0.4,11.74,15.73,22.04,29.72,36.29,24420,32710,45830,61830,75480,,
2012,West,6,California,51-0000,Production Occupations,major,787240,1,55.038,0.83,16.5,34330,0.5,8.9,10.35,14.03,20.2,28.24,18510,21530,29190,42010,58740,,
2012,West,6,California,53-0000,Transportation and Material Moving Occupations,major,906690,1,63.389,0.94,16.43,34170,0.8,8.77,9.99,13.96,20.19,27.8,18250,20780,29040,42000,57810,,
2012,West,8,Colorado,11-0000,Management Occupations,major,95170,1.2,42.752,0.87,54.58,113520,0.6,24.82,33.94,48.16,67.52,#,51620,70600,100180,140440,#,,
2012,West,8,Colorado,13-0000,Business and Financial Operations Occupations,major,147920,1.3,66.448,1.35,33.67,70030,0.6,16.82,22.57,30.7,41.43,53.81,34980,46940,63860,86170,111920,,
2012,West,8,Colorado,15-0000,Computer and Mathematical Occupations,major,90870,2.3,40.818,1.49,40.39,84010,1.1,20.72,28.87,38.63,50.52,62.49,43100,60040,80350,105090,129980,,
2012,West,8,Colorado,17-0000,Architecture and Engineering Occupations,major,51330,2.3,23.056,1.27,40.06,83320,1.2,21.13,27.76,36.93,49.69,63.2,43950,57740,76810,103360,131450,,
2012,West,8,Colorado,19-0000,"Life, Physical, and Social Science Occupations",major,26790,2.6,12.034,1.42,34.54,71840,2.2,15.84,21.5,30.83,43.78,57.96,32950,44710,64140,91070,120560,,
2012,West,8,Colorado,21-0000,Community and Social Service Occupations,major,30490,1.9,13.698,0.95,21.18,44050,1.3,11.65,14.74,19.69,25.86,33.12,24240,30660,40940,53790,68900,,
2012,West,8,Colorado,23-0000,Legal Occupations,major,20840,4.3,9.36,1.19,47.89,99610,4.5,18.27,24.26,35.82,63.16,#,38010,50470,74510,131380,#,,
2012,West,8,Colorado,25-0000,"Education, Training, and Library Occupations",major,132010,0.8,59.3,0.92,24.24,50420,2.7,11.57,15.64,21.28,28.98,37.31,24070,32520,44270,60270,77610,,
2012,West,8,Colorado,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,35300,2.6,15.857,1.18,23.53,48950,1.7,9.37,12.94,20.01,29.34,41.11,19480,26910,41610,61030,85500,,
2012,West,8,Colorado,29-0000,Healthcare Practitioners and Technical Occupations,major,117610,1.6,52.831,0.9,36.02,74920,1.3,16.12,23.18,31.15,41.07,56.92,33530,48210,64780,85430,118400,,
2012,West,8,Colorado,31-0000,Healthcare Support Occupations,major,55880,2.3,25.1,0.84,14.23,29600,1.2,9.32,10.89,13.38,16.68,20.57,19390,22640,27830,34690,42790,,
2012,West,8,Colorado,33-0000,Protective Service Occupations,major,55380,2.3,24.878,1.01,20.76,43170,2.2,9.13,11.89,18.46,27.98,35.8,19000,24730,38390,58200,74460,,
2012,West,8,Colorado,35-0000,Food Preparation and Serving Related Occupations,major,211710,1,95.101,1.07,10.66,22170,0.8,7.94,8.39,9.15,11.44,15.61,16520,17460,19020,23800,32460,,
2012,West,8,Colorado,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,75000,1.7,33.689,1.03,12.49,25980,1,8.26,9.2,11.18,14.28,18.36,17190,19130,23250,29700,38190,,
2012,West,8,Colorado,39-0000,Personal Care and Service Occupations,major,64120,2.7,28.804,0.98,12.44,25880,1.1,8.12,8.83,10.44,13.81,19.87,16880,18370,21710,28710,41340,,
2012,West,8,Colorado,41-0000,Sales and Related Occupations,major,249970,1.3,112.286,1.06,19.45,40460,1,8.4,9.58,13.49,22.39,37.86,17470,19920,28060,46570,78740,,
2012,West,8,Colorado,43-0000,Office and Administrative Support Occupations,major,358340,0.9,160.965,0.98,17.21,35790,0.4,9.58,12.27,16.07,21.09,26.68,19920,25510,33420,43870,55500,,
2012,West,8,Colorado,45-0000,"Farming, Fishing, and Forestry Occupations",major,3660,10.6,1.646,0.5,13.53,28140,2.2,8.25,9.15,12.23,15.76,20.69,17150,19040,25430,32780,43030,,
2012,West,8,Colorado,47-0000,Construction and Extraction Occupations,major,105010,1.6,47.171,1.23,21.12,43940,0.8,12.19,15.14,19.2,25.9,32.89,25350,31480,39940,53880,68400,,
2012,West,8,Colorado,49-0000,"Installation, Maintenance, and Repair Occupations",major,85040,1.8,38.2,0.98,21.75,45230,0.7,11.16,15.04,20.67,27.62,34.24,23210,31290,43000,57450,71210,,
2012,West,8,Colorado,51-0000,Production Occupations,major,94680,3.3,42.529,0.64,17.1,35560,1,9.13,11.26,15.29,20.81,28.02,18990,23420,31790,43290,58280,,
2012,West,8,Colorado,53-0000,Transportation and Material Moving Occupations,major,119050,2.5,53.476,0.79,17.21,35790,1.8,8.85,11.02,15.23,20.52,27.76,18400,22930,31670,42680,57750,,
2012,Northeast,9,Connecticut,11-0000,Management Occupations,major,109130,1.3,67.338,1.37,58.37,121420,0.7,25.96,36.5,51.29,70.94,#,53990,75920,106680,147560,#,,
2012,Northeast,9,Connecticut,13-0000,Business and Financial Operations Occupations,major,86170,2.2,53.174,1.08,38.11,79260,1.2,19.79,25.77,34.12,44.02,58.03,41160,53600,70980,91560,120690,,
2012,Northeast,9,Connecticut,15-0000,Computer and Mathematical Occupations,major,44480,2.9,27.449,1,40.12,83460,1,21.78,28.91,38.39,49.25,60.74,45310,60140,79860,102450,126340,,
2012,Northeast,9,Connecticut,17-0000,Architecture and Engineering Occupations,major,31780,2.3,19.611,1.08,37.5,78000,1.4,22.35,28.33,36.62,44.95,55.06,46480,58930,76180,93490,114530,,
2012,Northeast,9,Connecticut,19-0000,"Life, Physical, and Social Science Occupations",major,12990,6.7,8.013,0.95,36.81,76570,2.5,19.2,24.67,34.55,44.34,56.89,39930,51320,71870,92230,118320,,
2012,Northeast,9,Connecticut,21-0000,Community and Social Service Occupations,major,32820,2,20.249,1.4,24.13,50180,2.7,12.69,15.94,22.74,31.39,38.39,26390,33170,47300,65290,79840,,
2012,Northeast,9,Connecticut,23-0000,Legal Occupations,major,13380,2.5,8.258,1.05,52.19,108550,3.1,19.62,26.09,41.21,66.53,#,40810,54270,85720,138380,#,,
2012,Northeast,9,Connecticut,25-0000,"Education, Training, and Library Occupations",major,125340,1.5,77.338,1.2,27.92,58080,3.6,11.22,15.38,25.58,36.55,44.58,23330,31980,53210,76020,92730,,
2012,Northeast,9,Connecticut,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,23220,3.9,14.325,1.07,25.99,54060,3.1,9.35,13.89,22.29,33.53,46.81,19450,28880,46370,69740,97370,,
